Preferred Label,Synonyms
RCB2899 cell,S180-Kumamoto-TC|RCB2899
ND11416 cell,ND11416
ND09520 cell,ND09520
Channa striata,snakehead murrel|chevron snakehead|striped snakehead|banded snakehead
RCB1184 cell,Lu-165|RCB1184
ND11229 cell,ND11229
GM04934 cell,GM04934
FIB-NC15 cell,FIB-NC15
AG06280 cell,AG06280
Hs 875.T cell,Hs 875.T
ND06358 cell,ND06358
"Ehrlich-Lettre ascites, strain E cell","Ehrlich-Lettre ascites, strain E"
STC 1 cell,STC 1
GM19704 cell,GM19704
PR00219 cell,PR00219
GM16956 cell,GM16956
GM03210 cell,GM03210
GM17753 cell,GM17753
GM10808 cell,GM10808
DA00766 cell,DA00766
RCB2224 cell,NCC-StC-K140|RCB2224
Angelman syndrome,"""puppetlike syndrome"" EXACT [CSP2005:4008-0043]|""Angelman syndrome (disorder)"" EXACT [SNOMEDCT_2005_07_31:76880004]"
GM14606 cell,GM14606
GM05653 cell,GM05653
ND00304 cell,ND00304
ND00223 cell,ND00223
DA01927 cell,DA01927
intestinal cancer,malignant neoplasm of intestine|malignant intestinal tumors
ND02251 cell,ND02251
immortal melanocyte cell line cell,
AG03962 cell,AG03962
DA00072 cell,DA00072
ND08473 cell,ND08473
ND01041 cell,ND01041
IGF091/85 cell,IGF091/85
GM10321 cell,GM10321
E.H.IV (Elaine IV) cell,E.H.IV (Elaine IV)
ND04233 cell,ND04233
RCB2039 cell,NMR52|RCB2039
C3A cell,C3A
DA00267 cell,DA00267
AG09527 cell,AG09527
DA02583 cell,DA02583
GM00119 cell,GM00119
DA01813 cell,DA01813
ND09749 cell,ND09749
AG17874 cell,AG17874
ND10492 cell,ND10492
GM07432 cell,GM07432
DA01150 cell,DA01150
DA04465 cell,DA04465
GM06013 cell,GM06013
ND07723 cell,ND07723
CM91ls cell,CM91ls
GM16094 cell,GM16094
IGF013/93 cell,IGF013/93
HQ00668 cell,HQ00668
DA03752 cell,DA03752
GM01176 cell,GM01176
ND08656 cell,ND08656
P3 88 D1 cell,P3 88 D1
GM10439 cell,GM10439
GM18908 cell,GM18908
GM20775 cell,GM20775
RCB1428 cell,FKH-1|RCB1428
IGF095/85 cell,IGF095/85
IGF107/82 cell,IGF107/82
monopoietic cell,
granulocytopoietic cell,
ND00036 cell,ND00036
GM05638 cell,GM05638
GM12877 cell,GM12877
DA00140 cell,DA00140
CVC.1 cell,CVC.1
IGL005/93 cell,IGL005/93
IGL036/99 cell,IGL036/99
RCB0008 cell,RCB0008|V79
"immortal CD4-positive, CD25-positive, alpha-beta regulatory T cell line cell","immortal CD4-positive, CD25-positive, alpha-beta regulatory T cell line"
ND13957 cell,ND13957
ND03701 cell,ND03701
ND12127 cell,ND12127
B50 cell,B50
GM13862 cell,GM13862
ND07044 cell,ND07044
GM19720 cell,GM19720
Ammon's horn,cornu ammonis|hippocampus|Ammon horn fields|Ammons horn|hippocampus proper|ammon gyrus|hippocampus proprius|Ammon's horn|hippocampus major|ammon horn
GM06312 cell,GM06312
ND06361 cell,ND06361
IGF017/01 cell,IGF017/01
DA04627 cell,DA04627
Aedes albopictus,Asian tiger mosquito|forest day mosquito
ND01761 cell,ND01761
IMG-1123 cell,IMG-1123
GM09871 cell,GM09871
DA05990 cell,DA05990
ND05122 cell,ND05122
IGF006/85 cell,IGF006/85
ND02387 cell,ND02387
ND09998 cell,ND09998
adherent cell culture growth mode,
AG16911 cell,AG16911
GM10818 cell,GM10818
ND12237 cell,ND12237
DA02843 cell,DA02843
immortal mouse yolk sac-derived cell line cell,
immortal rhesus macaque thoracic aorta-derived smooth muscle cell line cell,
AG08258 cell,AG08258
DA00048 cell,DA00048
ND12808 cell,ND12808
WEHI-3B(D+) cell,WEHI-3B(D+)
immortal organism part-derived mesothelial cell line cell,
GM12134 cell,GM12134
GM04024 cell,GM04024
ND13305 cell,ND13305
IGF014/85 cell,IGF014/85
AG12500 cell,AG12500
ND13676 cell,ND13676
KB-V1 cell,KB-V1
GM07968 cell,GM07968
immortal secretory cell line cell,immortal secretory cell line
MPL96M cell,MPL96M
AG09874 cell,AG09874
DA04324 cell,DA04324
GM17325 cell,GM17325
IGF147/83 cell,IGF147/83
immortal podocyte cell line cell,
RCB2125 cell,BmN4-DR|RCB2125
ND10553 cell,ND10553
ND09184 cell,ND09184
IGF054/89 cell,IGF054/89
C2PV cell,C2PV
DA00027 cell,DA00027
IMG-1156 cell,IMG-1156
RCB2619 cell,L929|RCB2619
ND02473 cell,ND02473
DA04348 cell,DA04348
immortal rat glomerular capsule-derived cell line cell,
GM08974 cell,GM08974
TE 441.T cell,TE 441.T
V79 HRC cell,V79 HRC
IGF052/91 cell,IGF052/91
RG11/39.4 cell,RG11/39.4
IGF079/90 cell,IGF079/90
human embryonic stem cell line cell,hESC line cell|hES cell line cell|hESC
FIB-SCLE2 cell,FIB-SCLE2
IGF072/76 cell,IGF072/76
IGF070/82 cell,IGF070/82
AU10094 cell,AU10094
SW962 cell,SW962
ND01944 cell,ND01944
QNR/K2 cell,QNR/K2
DA02656 cell,DA02656
EB2 cell,EB2
DA00174 cell,DA00174
DA01688 cell,DA01688
congenital cystic kidney disease,
complications mainly related to pregnancy,"""Asymptomatic bacteriuria postpartum"" EXACT []|""Asymptomatic bacteriuria antepartum"" EXACT []|""antepartum gonorrhea"" EXACT []|""syphilis of mother, complicating pregnancy, with delivery"" EXACT []|""malaria complicating pregnancy, childbirth, or the puerperium"" EXACT []|""malaria of mother with delivery"" EXACT []|""gonorrhea of mother with delivery"" EXACT []|""Infectious and parasitic conditions in the mother classifiable elsewhere, but complicating pregnancy, childbirth, or the puerperium"" EXACT []|""postpartum gonorrhea"" EXACT []|""antepartum malaria"" EXACT []|""postpartum syphilis"" EXACT []|""antepartum syphilis"" EXACT []|""Syphilis + pregnancy"" EXACT [SNOMEDCT_2005_07_31:267316003]|""Asymptomatic bacteriuria in pregnancy, with delivery"" EXACT []|""gonorrhea complicating pregnancy, childbirth, or the puerperium"" EXACT []|""postpartum malaria"" EXACT []|""Syphilis complicating pregnancy, childbirth, or the puerperium"" EXACT []|""Gonorrhea + pregnancy"" EXACT [SNOMEDCT_2005_07_31:267316003]"
ND10426 cell,ND10426
ND07949 cell,ND07949
GM14760 cell,GM14760
B7-related protein,
C-type lectin domain family 4 member K,CLEC4K|CD207|langerin
GM06196 cell,GM06196
GM03111 cell,GM03111
DA00390 cell,DA00390
GM09648 cell,GM09648
GM19092 cell,GM19092
GM17431 cell,GM17431
DA06442 cell,DA06442
GM08886 cell,GM08886
GM12355 cell,GM12355
ND02186 cell,ND02186
GM05950 cell,GM05950
meiosis II,meiosis II nuclear division
Tb1.Lu cell,Tb1.Lu
GM12099 cell,GM12099
DA03831 cell,DA03831
HB cell,HB
ND04237 cell,ND04237
CER cell,CER
GM11208 cell,GM11208
immortal epithelial fate stem cell line cell,
ND01665 cell,ND01665
HEV0396 cell,HEV0396
GM10924 cell,GM10924
DA04479 cell,DA04479
ND00709 cell,ND00709
ND10523 cell,ND10523
lipid disorder,
ND12829 cell,ND12829
GM10660 cell,GM10660
ND01088 cell,ND01088
GM03164 cell,GM03164
ND11712 cell,ND11712
DA03409 cell,DA03409
IGF018/92 cell,IGF018/92
HQ00111 cell,HQ00111
C1R-sB7 cell,C1R-sB7
SF539 cell,SF539
DA06512 cell,DA06512
DA03813 cell,DA03813
RCB2610 cell,FELV3281-AD|RCB2610
GM09062 cell,GM09062
ND13135 cell,ND13135
MDCC MSB1 cell,MDCC MSB1
RCB1292 cell,RBE|RCB1292
GM11811 cell,GM11811
DA00683 cell,DA00683
GM01496 cell,GM01496
GM01706 cell,GM01706
GM15522 cell,GM15522
GM17602 cell,GM17602
HEV0440 cell,HEV0440
ND14734 cell,ND14734
RCB2257 cell,HE38|RCB2257
DA05915 cell,DA05915
IGF043/80 cell,IGF043/80
ND04514 cell,ND04514
sublingual artery,arteria sublingualis|sublingual branch of lingual artery
DA00539 cell,DA00539
GM17505 cell,GM17505
ND12010 cell,ND12010
ND15009 cell,ND15009
GM08814 cell,GM08814
GM04624 cell,GM04624
DA01652 cell,DA01652
ND05051 cell,ND05051
DA00903 cell,DA00903
RCB2151 cell,RCB2151|ZKOP
IGF017/95 cell,IGF017/95
RCB1558 cell,JHUS-nk1|RCB1558
HQ00235 cell,HQ00235
IGF095/87 cell,IGF095/87
DA05455 cell,DA05455
GM07831 cell,GM07831
HSC0115 cell,CHI244|HSC0115
DA05033 cell,DA05033
ND11920 cell,ND11920
GM11338 cell,GM11338
RCB1110 cell,CRIP-MFGmB7|RCB1110
DA05322 cell,DA05322
GM17395 cell,GM17395
DA05253 cell,DA05253
ND07287 cell,ND07287
ND05615 cell,ND05615
GM03033 cell,GM03033
SVEC4-10EE2 cell,SVEC4-10EE2
AG11735 cell,AG11735
immortal squamous part of temporal bone-derived cell line cell,
IGF040/80 cell,IGF040/80
RCB1477 cell,CHO-RD|RCB1477
V(D)J recombination-activating protein 2,RAG-2|RAG2
ND00426 cell,ND00426
GM15431 cell,GM15431
GM17586 cell,GM17586
ND14074 cell,ND14074
HEV0477 cell,HEV0477
DA00207 cell,DA00207
GM03234 cell,GM03234
PR00344 cell,PR00344
GM17190 cell,GM17190
BE11 (Early) cell,BE11 (Early)
GM20856 cell,GM20856
GM01879 cell,GM01879
ulcerative colitis,"UC - ulcerative colitis|ulcerative colitis|Other ulcerative colitis|ULCERATVE COLITIS UNSPCF|Ulcerative colitis, unspecified|Other ulcerative colitis (disorder)|Ulcerative colitis (disorder)"
AG14848 cell,AG14848
AG11240 cell,AG11240
ND13684 cell,ND13684
inborn errors steroid metabolism,
ND12833 cell,ND12833
DA00161 cell,DA00161
AG10048 cell,AG10048
Don cell,Don
GMC0035 cell,B0026|GMC0035
immortal pig thoracic aorta-derived smooth muscle cell line cell,
ND10069 cell,ND10069
ND11317 cell,ND11317
GM16853 cell,GM16853
ND02693 cell,ND02693
Hs 803.T cell,Hs 803.T
HQ00572 cell,HQ00572
ND11642 cell,ND11642
agammaglobulinemia,"""Agammaglobulinaemia -RETIRED-"" EXACT [SNOMEDCT_2005_07_31:81282009]|""Hypogammaglobulinemia, NOS"" EXACT [SNOMEDCT_2005_07_31:81282009]|""agammaglobulinemia"" EXACT [CSP2005:0449-3787]|""IGHM"" EXACT []|""Hypogammaglobulinemia NOS (finding)"" EXACT [SNOMEDCT_2005_07_31:190978006]|""Hypogammaglobulinemia (finding)"" EXACT [SNOMEDCT_2005_07_31:119250001]|""mu heavy chain deficiency"" EXACT []|""HYPOGAMMAGLOBULINEMIA"" EXACT [MTH:NOCODE]|""Agammaglobulinaemia"" EXACT [SNOMEDCT_2005_07_31:190977001, SNOMEDCT_2005_07_31:267512002]|""Hypogammaglobulinemia, unspecified"" EXACT [ICD9CM_2006:279.00]|""Agammaglobulinemia NOS"" EXACT [MTHICD9_2006:279.00]|""Agammaglobulinemia (finding)"" EXACT [SNOMEDCT_2005_07_31:119249001]|""hypogammaglobulinemia"" EXACT [CSP2005:0449-3787]"
IGL013/00 cell,IGL013/00
GM07321 cell,GM07321
C58(NT)D.1.G.OVAR.1 cell,C58(NT)D.1.G.OVAR.1
GM17159 cell,GM17159
DA02181 cell,DA02181
GM07775 cell,GM07775
ND06751 cell,ND06751
FH 106 cell,FH 106
GM18977 cell,GM18977
GM19224 cell,GM19224
GM17433 cell,GM17433
PVBC-OI227 cell,PVBC-OI227
GM11328 cell,GM11328
AG08619 cell,AG08619
AG10555 cell,AG10555
ND13679 cell,ND13679
LU99A cell,LU99A
J27.2 neoB7 cell,J27.2 neoB7
HQ00718 cell,HQ00718
GM08913 cell,GM08913
GM00073 cell,GM00073
DA01454 cell,DA01454
NOMO-1 cell,NOMO-1|NOMO1
GM17762 cell,GM17762
immortal digit-derived fibroblast cell line cell,
DA02925 cell,DA02925
GM17353 cell,GM17353
IGF068/88 cell,IGF068/88
ND11377 cell,ND11377
J-774,
WIL2-NS cell,WIL2-NS
DA04731 cell,DA04731
ND10855 cell,ND10855
GM02009 cell,GM02009
AJ95 cell,AJ95
RCB1205 cell,Anti-PT-S1-1B7|RCB1205
WiDr cell,WiDr
T84.66A3.1A.1F2 cell,T84.66A3.1A.1F2
GM12227 cell,GM12227
ND03385 cell,ND03385
FM3Ats C1.T85 cell,FM3Ats C1.T85
RCB2834 cell,L12.9-2(1)|RCB2834
GM14876 cell,GM14876
ND04515 cell,ND04515
S-N87 cell,S-N87
culture medium,
GM16455 cell,GM16455
ND14290 cell,ND14290
RCB0875 cell,Chab1KMM|RCB0875
HeLa ICRP FLIP-S-mCherry cell,HeLa ICRP FLIP-S-mCherry
GM11039 cell,GM11039
brain,suprasegmental levels of nervous system|suprasegmental structures|synganglion|encephalon|the brain
cerebral cortex,cortical plate (areas)|pallium of the brain|cortical plate (CTXpl)|cortex cerebri|brain cortex|cortex cerebralis|cortex of cerebral hemisphere
ND04533 cell,ND04533
GM10284 cell,GM10284
DA00411 cell,DA00411
HCC-15 cell,HCC-15|HCC15
DA03092 cell,DA03092
ND08207 cell,ND08207
ND03313 cell,ND03313
GM14267 cell,GM14267
DA00785 cell,DA00785
ND11583 cell,ND11583
abetalipoproteinemia,"""familial hypobetalipoproteinemia (disorder)"" EXACT [SNOMEDCT_2005_07_31:60193003]|""Abetalipoproteinemia (disorder)"" EXACT [SNOMEDCT_2005_07_31:190787008]|""Abetalipoproteinemia (disorder) [Ambiguous]"" EXACT [SNOMEDCT_2005_07_31:83123000]|""familial hypobetalipoproteinemia"" EXACT [MTHICD9_2006:272.5]|""microsomal triglyceride transfer protein deficiency disease"" EXACT [CSP2005:1849-5137]"
DA03375 cell,DA03375
ND09259 cell,ND09259
GM12898 cell,GM12898
AU10025 cell,AU10025
ND01556 cell,ND01556
ND13994 cell,ND13994
female reproductive organ cancer,malignant neoplasm of female genital organ|malignant Gynecologic tumor|female reproductive cancer
abdominal cancer,"""tumor of abdomen (disorder)"" EXACT [SNOMEDCT_2005_07_31:255060007]|""abdomen neoplasm"" EXACT [CSP2005:2005-4146]|""neoplasm of abdomen (disorder)"" EXACT [SNOMEDCT_2005_07_31:128050000]|""abdominal neoplasm"" EXACT [MTH:003]"
GM14414 cell,GM14414
PR00486 cell,PR00486
DA00229 cell,DA00229
GM10179 cell,GM10179
GM10274 cell,GM10274
IGF149/82 cell,IGF149/82
immortal Bornean orangutan skin-derived fibroblast cell line cell,
ND00065 cell,ND00065
HQ00835 cell,HQ00835
ND07669 cell,ND07669
RCB1229 cell,Anti-PT-S4-7F2|RCB1229
CCD 841 CoN cell,CCD 841 CoN
Rat2 cell,Rat2
DA02942 cell,DA02942
GM08947 cell,GM08947
ND10230 cell,ND10230
AG11009 cell,AG11009
ND05367 cell,ND05367
L94 cell,L94
GM19121 cell,GM19121
DA05539 cell,DA05539
IGL034/00 cell,IGL034/00
IGL005/97 cell,IGL005/97
M-R89 cell,M-R89
ND10394 cell,ND10394
GM13268 cell,GM13268
RCB0680 cell,HKBMM|RCB0680
AG08657 cell,AG08657
GM01221 cell,GM01221
RCB0284 cell,RCB0284|Sq-1979
GM17330 cell,GM17330
FW11-10-3 cell,FW11-10-3
GM12792 cell,GM12792
GM07994 cell,GM07994
ND05298 cell,ND05298
GM00604 cell,GM00604
DA04752 cell,DA04752
GM21104 cell,GM21104
FH 162 cell,FH 162
immortal camel skin-derived cell line cell,
obsolerte: SK-MES-1 cell,SK-MES-1
GM02849 cell,GM02849
GM19397 cell,GM19397
DA05494 cell,DA05494
GM04719 cell,GM04719
presumptive pronephric mesoderm,nephron primordium
IGF141/80 cell,IGF141/80
GM03525 cell,GM03525
GM07208 cell,GM07208
ND02388 cell,ND02388
ND07900 cell,ND07900
ND13504 cell,ND13504
DA01761 cell,DA01761
DA03547 cell,DA03547
Aa cell,Aa
AG07866 cell,AG07866
RCB0269 cell,RCB0269|SEP2
DA04029 cell,DA04029
HT55 cell,HT55
ND13862 cell,ND13862
RG7/11.1 cell,RG7/11.1
ND07511 cell,ND07511
ND09399 cell,ND09399
lytic vacuole,
GM02303 cell,GM02303
GM10725 cell,GM10725
HCC2998 cell,HCC2998
GM01989 cell,GM01989
86D cell,86D
DA03337 cell,DA03337
ND02524 cell,ND02524
GM07753 cell,GM07753
DA04931 cell,DA04931
AG12943 cell,AG12943
GM11202 cell,GM11202
GM07384 cell,GM07384
ND14623 cell,ND14623
RCB1945 cell,HSC-2|RCB1945
IGF067/84 cell,IGF067/84
GM16266 cell,GM16266
ND00217 cell,ND00217
GM14687 cell,GM14687
DA04729 cell,DA04729
GM12887 cell,GM12887
GM04720 cell,GM04720
H-EMC-SS cell,H-EMC-SS
GM15340 cell,GM15340
AG07579 cell,AG07579
ND08059 cell,ND08059
PVBC-OI160 cell,PVBC-OI160
GM18039 cell,GM18039
embryonic cleavage,
positive regulation of locomotion,activation of locomotion|stimulation of locomotion|up-regulation of locomotion|upregulation of locomotion|up regulation of locomotion
locomotion,
regulation of locomotion,
GM00126 cell,GM00126
Gerstmann-Straussler-Scheinker disease,"""Gerstmann Straussler syndrome"" EXACT [CSP2005:2042-5006]|""Gerstmann-Straussler-Scheinker syndrome (disorder)"" EXACT [SNOMEDCT_2005_07_31:67155006]"
extraembryonic membrane,
fetal membrane,adnexa fetalia
DA05397 cell,DA05397
DA02128 cell,DA02128
GM12675 cell,GM12675
LYK-9 cell,LYK-9
DA05319 cell,DA05319
GM02474 cell,GM02474
AG10599 cell,AG10599
GM17631 cell,GM17631
GM14641 cell,GM14641
CHP 212 cell,CHP 212
GM01660 cell,GM01660
HQ00400 cell,HQ00400
HQ00651 cell,HQ00651
IGL039/99 cell,IGL039/99
DA04835 cell,DA04835
immortal mouse podocyte cell line cell,
DA01278 cell,DA01278
ND09557 cell,ND09557
GM00144 cell,GM00144
GM19098 cell,GM19098
GM06859 cell,GM06859
ND02543 cell,ND02543
Kasumi-6 cell,Kasumi-6
GM10130 cell,GM10130
Anti-SC35 cell,Anti-SC35
GM21698 cell,GM21698
adrenocorticotropic hormone secreting cell,corticotropin secreting cell|ACTH secreting cell|corticotropin hormone secreting cell|adrenocorticotrophic hormone secreting cell|corticotrophin hormone secreting cell
IGF055/99 cell,IGF055/99
single nucleate cell,
mesodermal cell,mesoblast|mesoderm cell
ectodermal cell,ectoderm cell
endodermal cell,endoderm cell
multinucleate cell,syncitium|syncytial cell|syncytium
GM11706 cell,GM11706
ND01493 cell,ND01493
ND02916 cell,ND02916
GM16241 cell,GM16241
D-423MG cell,D-423MG
immortal pig eye structure-derived epithelial cell line cell,
GM14075 cell,GM14075
AG06285 cell,AG06285
DA02305 cell,DA02305
DA01303 cell,DA01303
ND13117 cell,ND13117
ND05364 cell,ND05364
ND05280 cell,ND05280
ND07831 cell,ND07831
S008956 cell,S008956
GM02065 cell,GM02065
GM17192 cell,GM17192
ND01751 cell,ND01751
ND13968 cell,ND13968
GM15307 cell,GM15307
C-D92 cell,C-D92
GM08271 cell,GM08271
female genital tubercle,genital tubercle of female
foregut-midgut junction,
future brain,encephalon|embryonic brain|brain rudiment|presumptive brain
ND10181 cell,ND10181
GM04201 cell,GM04201
DA05568 cell,DA05568
ND07549 cell,ND07549
GM12052 cell,GM12052
RCB1279 cell,RCB1279|TtT/GF
IGF151/83 cell,IGF151/83
DA04318 cell,DA04318
GM21529 cell,GM21529
GM17340 cell,GM17340
ND10937 cell,ND10937
GM09618 cell,GM09618
MC-6 cell,MC-6
great vessel of heart,great vessel|great vessel of thorax
digestive system element,digestive system organ|digestive organ
AG14858 cell,AG14858
ND14660 cell,ND14660
88B cell,88B
ND14245 cell,ND14245
RCB0479 cell,NB19|RCB0479
NZP-60 cell,NZP-60
GM13973 cell,GM13973
AG05103 cell,AG05103
IGF063/91 cell,IGF063/91
Sp2/0-Ag14 cell,Sp2/0-Ag14
AG11734 cell,AG11734
GM12515 cell,GM12515
DA00507 cell,DA00507
CHO-S cell,
DA00812 cell,DA00812
obsolete: MCF-7 cell,MCF-7
GM02123 cell,GM02123
HQ00731 cell,HQ00731
MM14.Ov cell,MM14.Ov
GM01441 cell,GM01441
AG11074 cell,AG11074
IGL019/98 cell,IGL019/98
ND00931 cell,ND00931
IGF060/78 cell,IGF060/78
ND11052 cell,ND11052
TBM-54 cell,TBM-54
GM03886 cell,GM03886
ND13148 cell,ND13148
GM09963 cell,GM09963
AG04316 cell,AG04316
DA01286 cell,DA01286
DA04593 cell,DA04593
GM05518 cell,GM05518
GM19181 cell,GM19181
GM04539 cell,GM04539
ND12174 cell,ND12174
DA01097 cell,DA01097
IGF056/83 cell,IGF056/83
DA01697 cell,DA01697
GM18968 cell,GM18968
GM08011 cell,GM08011
DA05212 cell,DA05212
GM08949 cell,GM08949
G 2 cell,G 2
GM13531 cell,GM13531
GM10344 cell,GM10344
DA06456 cell,DA06456
DA06026 cell,DA06026
ND04384 cell,ND04384
AG09172 cell,AG09172
ND00334 cell,ND00334
ND00216 cell,ND00216
Hs 568.We cell,Hs 568.We
ND13913 cell,ND13913
RCB1429 cell,RCB1429|SN-512
GM14532 cell,GM14532
DA00498 cell,DA00498
RED-6 cell,RED-6
ND01218 cell,ND01218
GM20787 cell,GM20787
GM19808 cell,GM19808
GM14837 cell,GM14837
J1-31 cell,J1-31
DA04294 cell,DA04294
GM04942 cell,GM04942
AG08378 cell,AG08378
S-S.3 cell,S-S.3
ND03261 cell,ND03261
ML87P cell,ML87P
ND12750 cell,ND12750
IGF064/90 cell,IGF064/90
ND03985 cell,ND03985
IGF130/82 cell,IGF130/82
GM04776 cell,GM04776
GM20322 cell,GM20322
DA00689 cell,DA00689
HQ00675 cell,HQ00675
SM86P cell,SM86P
ND12827 cell,ND12827
ND13585 cell,ND13585
BP86 cell,BP86
IGF073/76 cell,IGF073/76
NCI-H889 cell,NCI-H889
GM13743 cell,GM13743
ND11661 cell,ND11661
M-1 cell,M-1
DA00189 cell,DA00189
measurement unit label,
DND-41 cell,DND-41
HUTU-80 cell,HUTU-80
GM09217 cell,GM09217
5F12 AD3 cell,5F12 AD3
AG14751 cell,AG14751
RCB2657 cell,Colon-26|RCB2657
GM00717 cell,GM00717
IGF005/84 cell,IGF005/84
DA03683 cell,DA03683
GM20891 cell,GM20891
DA00941 cell,DA00941
DA03385 cell,DA03385
ND06943 cell,ND06943
immortal Pacific herring larva-derived cell line cell,
HS-27A cell,HS-27A
MES-SA/Dx-5 cell,MES-SA/Dx-5
plasma membrane signaling receptor complex,
GM17413 cell,GM17413
GM11828 cell,GM11828
GM04820 cell,GM04820
HSC0103 cell,HSC0103|YAN3270
IGF064/84 cell,IGF064/84
hemorrhagic disorder,"""Unspecified hemorrhagic conditions"" EXACT [ICD9CM_2006:287.9]|""HEMORRHAGIC DISORDER"" EXACT [MTH:NOCODE]|""Haemorrhagic condition, unspecified"" EXACT [SNOMEDCT_2005_07_31:191327000]|""Hemorrhagic disease"" EXACT [SNOMEDCT_2005_07_31:268884000]|""Hemorrhagic diathesis"" EXACT [MTHICD9_2006:287.9]|""Hemorrhagic condition, unspecified (disorder)"" EXACT [SNOMEDCT_2005_07_31:191437009]|""hemorrhagic disorder"" EXACT [CSP2005:0427-4811]|""Hemorrhagic condition NOS (disorder)"" EXACT [SNOMEDCT_2005_07_31:191331006]"
AU10105 cell,AU10105
