assay_chembl_id,assay_organism,assay_type,assay_type_description,description,compound_ids,clinical_trial_stages
CHEMBL4613587,Homo sapiens,F,Functional,Anticancer activity against human SMMC7721 cells after 48 to 72 hrs by MTT assay,CHEMBL4642344,None
CHEMBL4613588,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells after 48 to 72 hrs by MTT assay,CHEMBL4642344,None
CHEMBL4613589,Homo sapiens,F,Functional,Anticancer activity against human Jurkat cells after 48 to 72 hrs by MTT assay,CHEMBL4642344,None
CHEMBL4613602,Homo sapiens,F,Functional,Anticancer activity against human A549 cells,"CHEMBL4636992, CHEMBL4640766, CHEMBL4649315, CHEMBL4649170, CHEMBL4633257, CHEMBL4645104, CHEMBL4645165, CHEMBL4640540","None, None, None, None, None, None, None, None"
CHEMBL4613603,Homo sapiens,F,Functional,Anticancer activity against human HT-29 cells,"CHEMBL4636992, CHEMBL4640766, CHEMBL4649315, CHEMBL4649170, CHEMBL4633257, CHEMBL4645104, CHEMBL4645165, CHEMBL4640540","None, None, None, None, None, None, None, None"
CHEMBL4613604,Homo sapiens,F,Functional,Anticancer activity against human HCT8 cells,"CHEMBL4636992, CHEMBL4640766, CHEMBL4649315, CHEMBL4649170, CHEMBL4633257, CHEMBL4645104, CHEMBL4645165, CHEMBL4640540","None, None, None, None, None, None, None, None"
CHEMBL4613605,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells,"CHEMBL4636992, CHEMBL4640766, CHEMBL4649315, CHEMBL4649170, CHEMBL4633257, CHEMBL4645104, CHEMBL4645165, CHEMBL4640540","None, None, None, None, None, None, None, None"
CHEMBL4613606,Mus musculus,F,Functional,Anticancer activity against mouse B16F10 cells,"CHEMBL4636992, CHEMBL4640766, CHEMBL4649315, CHEMBL4649170, CHEMBL4633257, CHEMBL4645104, CHEMBL4645165, CHEMBL4640540","None, None, None, None, None, None, None, None"
CHEMBL4613607,Mus musculus,F,Functional,Anticancer activity against mouse LLC cells,"CHEMBL4636992, CHEMBL4640766, CHEMBL4649315, CHEMBL4649170, CHEMBL4633257, CHEMBL4645104, CHEMBL4645165, CHEMBL4640540","None, None, None, None, None, None, None, None"
CHEMBL4613608,Mus musculus,F,Functional,Anticancer activity against mouse P388 cells,"CHEMBL4636992, CHEMBL4640766, CHEMBL4649315, CHEMBL4649170, CHEMBL4633257, CHEMBL4645104, CHEMBL4645165, CHEMBL4640540","None, None, None, None, None, None, None, None"
CHEMBL4613609,Mus musculus,F,Functional,Anticancer activity against doxorubicin resistant mouse P388 cells,"CHEMBL4636992, CHEMBL4640766, CHEMBL4649315, CHEMBL4649170, CHEMBL4633257, CHEMBL4645104, CHEMBL4645165, CHEMBL4640540","None, None, None, None, None, None, None, None"
CHEMBL4613610,Homo sapiens,F,Functional,Anticancer activity against human K562 cells,"CHEMBL4641333, CHEMBL4634107, CHEMBL4639622, CHEMBL4644770","None, None, None, None"
CHEMBL4619911,Homo sapiens,F,Functional,Anticancer activity against human HepG2 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,"CHEMBL53463, CHEMBL4646442, CHEMBL4639451, CHEMBL4640646, CHEMBL4632497, CHEMBL4638857, CHEMBL4649213, CHEMBL4634368, CHEMBL4634982, CHEMBL4633529, CHEMBL4646644, CHEMBL4645964, CHEMBL4645870, CHEMBL4633767, CHEMBL4647009, CHEMBL4641402, CHEMBL4647938, CHEMBL4645726, CHEMBL4644480, CHEMBL4647325, CHEMBL4646631, CHEMBL4645880, CHEMBL4637355, CHEMBL4633492, CHEMBL4647018, CHEMBL4649024, CHEMBL4649833, CHEMBL4648234","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4619912,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,"CHEMBL53463, CHEMBL4646442, CHEMBL4639451, CHEMBL4640646, CHEMBL4632497, CHEMBL4638857, CHEMBL4649213, CHEMBL4634368, CHEMBL4634982, CHEMBL4633529, CHEMBL4646644, CHEMBL4645964, CHEMBL4645870, CHEMBL4633767, CHEMBL4647009, CHEMBL4641402, CHEMBL4647938, CHEMBL4645726, CHEMBL4644480, CHEMBL4647325, CHEMBL4646631, CHEMBL4645880, CHEMBL4637355, CHEMBL4633492, CHEMBL4647018, CHEMBL4649024, CHEMBL4649833, CHEMBL4648234","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4619913,Homo sapiens,F,Functional,Anticancer activity against human PC3 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,"CHEMBL53463, CHEMBL4646442, CHEMBL4639451, CHEMBL4640646, CHEMBL4632497, CHEMBL4638857, CHEMBL4649213, CHEMBL4634368, CHEMBL4634982, CHEMBL4633529, CHEMBL4646644, CHEMBL4645964, CHEMBL4645870, CHEMBL4633767, CHEMBL4647009, CHEMBL4641402, CHEMBL4647938, CHEMBL4645726, CHEMBL4644480, CHEMBL4647325, CHEMBL4646631, CHEMBL4645880, CHEMBL4637355, CHEMBL4633492, CHEMBL4647018, CHEMBL4649024, CHEMBL4649833, CHEMBL4648234","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4619914,Homo sapiens,F,Functional,Anticancer activity against human HCT116 cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,"CHEMBL53463, CHEMBL4646442, CHEMBL4639451, CHEMBL4640646, CHEMBL4632497, CHEMBL4638857, CHEMBL4649213, CHEMBL4634368, CHEMBL4634982, CHEMBL4633529, CHEMBL4646644, CHEMBL4645964, CHEMBL4645870, CHEMBL4633767, CHEMBL4647009, CHEMBL4641402, CHEMBL4647938, CHEMBL4645726, CHEMBL4644480, CHEMBL4647325, CHEMBL4646631, CHEMBL4645880, CHEMBL4637355, CHEMBL4633492, CHEMBL4647018, CHEMBL4649024, CHEMBL4649833, CHEMBL4648234","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4619915,Homo sapiens,F,Functional,Anticancer activity against human HeLa cells assessed as inhibition of cell growth incubated for 24 hrs by MTT assay,"CHEMBL53463, CHEMBL4646442, CHEMBL4639451, CHEMBL4640646, CHEMBL4632497, CHEMBL4638857, CHEMBL4649213, CHEMBL4634368, CHEMBL4634982, CHEMBL4633529, CHEMBL4646644, CHEMBL4645964, CHEMBL4645870, CHEMBL4633767, CHEMBL4647009, CHEMBL4641402, CHEMBL4647938, CHEMBL4645726, CHEMBL4644480, CHEMBL4647325, CHEMBL4646631, CHEMBL4645880, CHEMBL4637355, CHEMBL4633492, CHEMBL4647018, CHEMBL4649024, CHEMBL4649833, CHEMBL4648234","4.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4620020,Homo sapiens,F,Functional,Anticancer activity against human BT474 cells assessed as inhibition of cell growth after 72 hrs by MTT or MTS assay,"CHEMBL4643599, CHEMBL4643384, CHEMBL4647413, CHEMBL4643897, CHEMBL455983","None, None, None, None, None"
CHEMBL4620021,Homo sapiens,F,Functional,Anticancer activity against human Jurkat E6-1 cells assessed as inhibition of cell growth after 72 hrs by MTT or MTS assay,"CHEMBL4643599, CHEMBL4643384, CHEMBL4647413, CHEMBL4643897, CHEMBL455983","None, None, None, None, None"
CHEMBL4620022,Homo sapiens,F,Functional,Anticancer activity against human CCRF-CEM cells assessed as inhibition of cell growth after 72 hrs by MTT or MTS assay,"CHEMBL4643599, CHEMBL4643384, CHEMBL4647413, CHEMBL4643897, CHEMBL455983","None, None, None, None, None"
CHEMBL4620023,Homo sapiens,F,Functional,Anticancer activity against human MDA-MB-231 cells assessed as inhibition of cell growth after 72 hrs by MTT or MTS assay,"CHEMBL4643599, CHEMBL4643384, CHEMBL4647413, CHEMBL4643897, CHEMBL455983","None, None, None, None, None"
CHEMBL4620024,Homo sapiens,F,Functional,Anticancer activity against human A549 cells assessed as inhibition of cell growth after 72 hrs by MTT or MTS assay,"CHEMBL4643599, CHEMBL4643384, CHEMBL4647413, CHEMBL4643897, CHEMBL455983","None, None, None, None, None"
CHEMBL4623298,Homo sapiens,F,Functional,Anticancer activity against human NSCLC cells,CHEMBL20684,2.0
CHEMBL4624472,Homo sapiens,F,Functional,Anticancer activity against human U251 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,"CHEMBL515, CHEMBL521, CHEMBL154, CHEMBL6, CHEMBL4646382, CHEMBL4643703, CHEMBL4636036, CHEMBL4644511, CHEMBL4636985, CHEMBL4636406, CHEMBL4643442","4.0, 4.0, 4.0, 4.0, None, None, None, None, None, None, None"
CHEMBL4624473,Homo sapiens,F,Functional,Anticancer activity against human PC3 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,"CHEMBL515, CHEMBL521, CHEMBL154, CHEMBL6, CHEMBL4646382, CHEMBL4643703, CHEMBL4636036, CHEMBL4644511, CHEMBL4636985, CHEMBL4636406, CHEMBL4643442","4.0, 4.0, 4.0, 4.0, None, None, None, None, None, None, None"
CHEMBL4624474,Homo sapiens,F,Functional,Anticancer activity against human K562 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,"CHEMBL515, CHEMBL521, CHEMBL154, CHEMBL6, CHEMBL4646382, CHEMBL4643703, CHEMBL4636036, CHEMBL4644511, CHEMBL4636985, CHEMBL4636406, CHEMBL4643442","4.0, 4.0, 4.0, 4.0, None, None, None, None, None, None, None"
CHEMBL4624475,Homo sapiens,F,Functional,Anticancer activity against human HCT15 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,"CHEMBL515, CHEMBL521, CHEMBL154, CHEMBL6, CHEMBL4646382, CHEMBL4643703, CHEMBL4636036, CHEMBL4644511, CHEMBL4636985, CHEMBL4636406, CHEMBL4643442","4.0, 4.0, 4.0, 4.0, None, None, None, None, None, None, None"
CHEMBL4624476,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,"CHEMBL515, CHEMBL521, CHEMBL154, CHEMBL6, CHEMBL4646382, CHEMBL4643703, CHEMBL4636036, CHEMBL4644511, CHEMBL4636985, CHEMBL4636406, CHEMBL4643442","4.0, 4.0, 4.0, 4.0, None, None, None, None, None, None, None"
CHEMBL4624477,Homo sapiens,F,Functional,Anticancer activity against human SKLU1 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,"CHEMBL515, CHEMBL521, CHEMBL154, CHEMBL6, CHEMBL4646382, CHEMBL4643703, CHEMBL4636036, CHEMBL4644511, CHEMBL4636985, CHEMBL4636406, CHEMBL4643442","4.0, 4.0, 4.0, 4.0, None, None, None, None, None, None, None"
CHEMBL4624648,Homo sapiens,F,Functional,Anticancer activity against human HepG2 cells assessed as inhibition of cell proliferation,"CHEMBL4633443, CHEMBL4635265, CHEMBL4640296, CHEMBL4643525, CHEMBL4641421, CHEMBL4647844, CHEMBL4635581, CHEMBL4639256, CHEMBL4644264, CHEMBL4634136, CHEMBL4642627, CHEMBL4649307, CHEMBL4641787, CHEMBL4635065, CHEMBL4632804, CHEMBL4643603, CHEMBL4636706, CHEMBL4648745, CHEMBL4637662, CHEMBL4633308, CHEMBL4647323, CHEMBL4647427, CHEMBL4642846, CHEMBL4636680, CHEMBL359744","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4624649,Homo sapiens,F,Functional,Anticancer activity against human A549 cells assessed as inhibition of cell proliferation,"CHEMBL4633443, CHEMBL4635265, CHEMBL4640296, CHEMBL4643525, CHEMBL4641421, CHEMBL4647844, CHEMBL4635581, CHEMBL4639256, CHEMBL4644264, CHEMBL4634136, CHEMBL4642627, CHEMBL4649307, CHEMBL4641787, CHEMBL4635065, CHEMBL4632804, CHEMBL4643603, CHEMBL4636706, CHEMBL4648745, CHEMBL4637662, CHEMBL4633308, CHEMBL4647323, CHEMBL4647427, CHEMBL4642846, CHEMBL4636680, CHEMBL359744","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4624650,Homo sapiens,F,Functional,Anticancer activity against human Caco2 cells assessed as inhibition of cell proliferation,"CHEMBL4633443, CHEMBL4635265, CHEMBL4640296, CHEMBL4643525, CHEMBL4641421, CHEMBL4647844, CHEMBL4635581, CHEMBL4639256, CHEMBL4644264, CHEMBL4634136, CHEMBL4642627, CHEMBL4649307, CHEMBL4641787, CHEMBL4635065, CHEMBL4632804, CHEMBL4643603, CHEMBL4636706, CHEMBL4648745, CHEMBL4637662, CHEMBL4633308, CHEMBL4647323, CHEMBL4647427, CHEMBL4642846, CHEMBL4636680, CHEMBL359744","None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4624790,Mus musculus,F,Functional,Anticancer activity against mouse P388 cells assessed as reduction in cell viability measured after 48 hrs by SRB assay,"CHEMBL186141, CHEMBL1933972, CHEMBL4641833, CHEMBL4641255, CHEMBL4641827, CHEMBL4641211, CHEMBL4644017, CHEMBL4639036, CHEMBL4645061, CHEMBL4639559, CHEMBL4643710, CHEMBL4643925, CHEMBL4643395, CHEMBL4641376, CHEMBL4637420, CHEMBL123, CHEMBL4643377, CHEMBL4644193, CHEMBL4642671, CHEMBL4646270, CHEMBL4643876, CHEMBL4632535, CHEMBL4644127, CHEMBL4633110","3.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4624791,Homo sapiens,F,Functional,Anticancer activity against human KB cells assessed as reduction in cell viability measured after 72 hrs by SRB assay,"CHEMBL186141, CHEMBL1933972, CHEMBL4641833, CHEMBL4641255, CHEMBL4641827, CHEMBL4641211, CHEMBL4644017, CHEMBL4639036, CHEMBL4645061, CHEMBL4639559, CHEMBL4643710, CHEMBL4643925, CHEMBL4643395, CHEMBL4641376, CHEMBL4637420, CHEMBL123, CHEMBL4643377, CHEMBL4644193, CHEMBL4642671, CHEMBL4646270, CHEMBL4643876, CHEMBL4632535, CHEMBL4644127, CHEMBL4633110","3.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4624792,Homo sapiens,F,Functional,Anticancer activity against human HT-29 cells assessed as reduction in cell viability measured after 72 hrs by SRB assay,"CHEMBL186141, CHEMBL1933972, CHEMBL4641833, CHEMBL4641255, CHEMBL4641827, CHEMBL4641211, CHEMBL4644017, CHEMBL4639036, CHEMBL4645061, CHEMBL4639559, CHEMBL4643710, CHEMBL4643925, CHEMBL4643395, CHEMBL4641376, CHEMBL4637420, CHEMBL123, CHEMBL4643377, CHEMBL4644193, CHEMBL4642671, CHEMBL4646270, CHEMBL4643876, CHEMBL4632535, CHEMBL4644127, CHEMBL4633110","3.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4624793,Homo sapiens,F,Functional,Anticancer activity against human MCF7 cells assessed as reduction in cell viability measured after 72 hrs by SRB assay,"CHEMBL186141, CHEMBL1933972, CHEMBL4641833, CHEMBL4641255, CHEMBL4641827, CHEMBL4641211, CHEMBL4644017, CHEMBL4639036, CHEMBL4645061, CHEMBL4639559, CHEMBL4643710, CHEMBL4643925, CHEMBL4643395, CHEMBL4641376, CHEMBL4637420, CHEMBL123, CHEMBL4643377, CHEMBL4644193, CHEMBL4642671, CHEMBL4646270, CHEMBL4643876, CHEMBL4632535, CHEMBL4644127, CHEMBL4633110","3.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4624794,Homo sapiens,F,Functional,Anticancer activity against human A549 cells assessed as reduction in cell viability measured after 72 hrs by SRB assay,"CHEMBL186141, CHEMBL1933972, CHEMBL4641833, CHEMBL4641255, CHEMBL4641827, CHEMBL4641211, CHEMBL4644017, CHEMBL4639036, CHEMBL4645061, CHEMBL4639559, CHEMBL4643710, CHEMBL4643925, CHEMBL4643395, CHEMBL4641376, CHEMBL4637420, CHEMBL123, CHEMBL4643377, CHEMBL4644193, CHEMBL4642671, CHEMBL4646270, CHEMBL4643876, CHEMBL4632535, CHEMBL4644127, CHEMBL4633110","3.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4624795,Rattus norvegicus,F,Functional,Anticancer activity against rat ASK cells assessed as reduction in cell viability measured after 72 hrs by SRB assay,"CHEMBL186141, CHEMBL1933972, CHEMBL4641833, CHEMBL4641255, CHEMBL4641827, CHEMBL4641211, CHEMBL4644017, CHEMBL4639036, CHEMBL4645061, CHEMBL4639559, CHEMBL4643710, CHEMBL4643925, CHEMBL4643395, CHEMBL4641376, CHEMBL4637420, CHEMBL123, CHEMBL4643377, CHEMBL4644193, CHEMBL4642671, CHEMBL4646270, CHEMBL4643876, CHEMBL4632535, CHEMBL4644127, CHEMBL4633110","3.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
CHEMBL4624796,Homo sapiens,F,Functional,Anticancer activity against human KKU-M213 cells assessed as reduction in cell viability measured after 72 hrs by SRB assay,"CHEMBL186141, CHEMBL1933972, CHEMBL4641833, CHEMBL4641255, CHEMBL4641827, CHEMBL4641211, CHEMBL4644017, CHEMBL4639036, CHEMBL4645061, CHEMBL4639559, CHEMBL4643710, CHEMBL4643925, CHEMBL4643395, CHEMBL4641376, CHEMBL4637420, CHEMBL123, CHEMBL4643377, CHEMBL4644193, CHEMBL4642671, CHEMBL4646270, CHEMBL4643876, CHEMBL4632535, CHEMBL4644127, CHEMBL4633110","3.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None"
