ID,synonyms
MZ-PC-1,"['MZPC-1', 'MZ1-PC', 'MZ1PC', 'MainZ-Pancreatic Cancer-1']"
MZ-PC-2,"['MZPC-2', 'MainZ-Pancreatic Cancer-2']"
MZ-PC-3,"['MZPC-3', 'MainZ-Pancreatic Cancer-3']"
MZ-PC-4,"['MZPC-4', 'MainZ-Pancreatic Cancer-4']"
Mz-Sto-1,"['MZ-Sto-1', 'Mainz-Stomach-1']"
MZ070782,"['MZO70782', 'MZ 070782']"
MZ1257RC,"['MZ1257-RCC', 'MZ-1257-RCC', 'MZ 1257 RC', 'MZ1257']"
MZ1774RC,"['MZ1774-RCC', 'MZ 1774 RC', 'MZ1774']"
MZ1790RC,"['MZ1790-RCC', 'MZ 1790 RC', 'MZ1790', 'MZ-RCC-1790', 'MainZ-Renal Cancer Cell-1790']"
MZ1795RC,"['MZ 1795 RC', 'MZ1795', 'MZ-RCC-1795', 'MainZ-Renal Cancer Cell-1795']"
MZ1846RC,"['MZ 1846 RC', 'MZ1846']"
MZ1851LN,"['MZ 1851-LN', 'MZ1851 LN']"
MZ1851RC,"['MZ1851-RCC', 'MZ 1851 RC', 'MZ-1851-RC', 'MZ1851']"
MZ1879RC,"['MZ1879-RCC', 'MZ 1879 RC', 'MZ1879']"
MZ1940RC,"['MZ-1940-RCC', 'MZ1940-RCC', 'MZ 1940 RC', 'MZ1940']"
MZ1973/10-4,"['MZ1973-10-4', 'MZ1973-10-4-RCC', 'MZ1973 10-4RC']"
MZ1973RC,"['MZ1973-RCC', 'MZ 1973 RC', 'MZ1973']"
MZ1979RC,"['MZ1979-RCC', 'MZ1979']"
MZ2-MEL.2.2,"['MZ2-Mel 2.2', 'MZ2-MEL clone 2.2']"
MZ2-MEL.3.0,['MZ2-MEL clone 3.0']
MZ2-MEL.3.1,['MZ2-Mel 3.1']
MZ2175RC,['MZ2175']
MZ2733RC,"['MZ 2733 RC', 'MZ2733']"
MZ2733SVNN,['MZ2733NN']
MZ2789RC,['MZ2789 RC']
MZ2858RC,"['MZ 2858 RC', 'MZ2858']"
MZ2861RC,"['MZ 2861 RC', 'MZ2861']"
MZ2862RC,"['MZ 2862 RC', 'MZ2862']"
MZ2865RC,"['MZ 2865 RC', 'MZ2865']"
MZ2877RC,"['MZ 2877 RC', 'MZ2877']"
MZ2885RC,"['MZ 2885 RC', 'MZ2885']"
MZ2902RC,"['MZ 2902 RC', 'MZ2902']"
MZ2905RC,"['MZ 2905 RC', 'MZ2905']"
MZ2931RC,['MZ2931']
N,['Strain N']
N-1A-103,['N103']
N/N1003A,"['N/N 1003A', 'NN 1003A', 'NN1003A']"
N/N1003A-KL,['N/N 1003A-KL']
N/TERT-1,"['N/Tert-1', 'N/TERT 1', 'N/TERT1', 'NTERT-1', 'NTert-1', 'NTert1']"
N/Tert-1 ADRB2,['N/Tert MSCV-IP-N-HA-ADRB2']
N/Tert-1 AKT1,['N/Tert MSCV-IP-N-HA-AKT1']
N/Tert-1 AMPH,['N/Tert MSCV-IP-N-HA-AMPH']
N/Tert-1 BAP1,['N/Tert MSCV-IP-N-FlagHA-BAP1']
N/Tert-1 CHAF1B,['N/Tert MSCV-IP-N-HA-CHAF1B']
N/Tert-1 CHEK2,['N/Tert MSCV-IP-N-HA-CHEK2']
N/Tert-1 FOSL1,['N/Tert MSCV-IP-N-HA-FOSL1']
N/Tert-1 GARS,['N/Tert MSCV-IP-N-HA-GARS']
N/Tert-1 GLTSCR1,['N/Tert MSCV-IP-N-HA-GLTSCR1']
N/Tert-1 GPRC5B,['N/Tert MSCV-IP-N-HA-GPRC5B']
N/Tert-1 HPV16 E6 Flag-HA,['N/Tert MSCV-IP-N-FlagHA-16E6']
N/Tert-1 HPV16 E6 Flag-HA 8S9A10T,['N/Tert MSCV-IP-N-FlagHA 16E6 8S9A10T']
N/Tert-1 HPV16 E6 Flag-HA Delta146-151,['N/Tert MSCV-IP-N-FlagHA 16E6 Delta146-151']
N/Tert-1 HPV16 E6 Flag-HA I128T,['N/Tert MSCV-IP-N-FlagHA 16E6 I128T']
N/Tert-1 HPV16 E6 HA,"['N/Tert-16E6', 'N/Tert-1 HA-16E6', 'N/Tert MSCV-IP-N-HA-16E6']"
N/Tert-1 HPV16 E6 HA + E7,['N/Tert-1 HA-16E6 plus Untagged-16E7']
N/Tert-1 HPV16 E7,"['N/Tert-16E7', 'N/Tert MSCV-P-C-FlagHA-16E7']"
N/Tert-1 HPV17a E6,"['N/Tert-17aE6', 'N/Tert MSCV-IP-N-HA-17aE6']"
N/Tert-1 HPV17a E7,"['N/Tert-17aE7', 'N/Tert MSCV-P-C-FlagHA-17aE7']"
N/Tert-1 HPV18 E6,"['N/Tert-18E6', 'N/Tert MSCV-IP-N-HA-18E6']"
N/Tert-1 HPV18 E7,"['N/Tert-18E7', 'N/Tert MSCV-P-C-FlagHA-18E7']"
N/Tert-1 HPV20 E6,"['N/Tert-20E6', 'N/Tert MSCV-IP-N-HA-20E6']"
N/Tert-1 HPV25 E6,"['N/Tert-25E6', 'N/Tert MSCV-IP-N-HA-25E6']"
N/Tert-1 HPV25 E7,"['N/Tert-25E7', 'N/Tert MSCV-P-C-FlagHA-25E7']"
N/Tert-1 HPV2a E6,"['N/Tert-2aE6', 'N/Tert-1 HA-2aE6', 'N/Tert MSCV-IP-N-HA-2aE6']"
N/Tert-1 HPV2a E6 HA + E7,['N/Tert-1 HA-2aE6 plus Untagged-2aE7']
N/Tert-1 HPV2a E7,"['N/Tert-2aE7', 'N/Tert MSCV-P-C-FlagHA-2aE7']"
N/Tert-1 HPV31 E7,"['N/Tert-31E7', 'N/Tert MSCV-P-C-FlagHA-31E7']"
N/Tert-1 HPV33 E6,"['N/Tert-33E6', 'N/Tert-1 HA-33E6', 'N/Tert MSCV-IP-N-HA-33E6']"
N/Tert-1 HPV33 E6 HA + E7,['N/Tert-1 HA-33E6 plus Untagged-33E7']
N/Tert-1 HPV33 E7,"['N/Tert-33E7', 'N/Tert MSCV-P-C-FlagHA-33E7']"
N/Tert-1 HPV38 E6,"['N/Tert-38E6', 'N/Tert MSCV-IP-N-HA-38E6']"
N/Tert-1 HPV38 E7,"['N/Tert-38E7', 'N/Tert MSCV-P-C-FlagHA-38E7']"
N/Tert-1 HPV45 E6,"['N/Tert-45E6', 'N/Tert MSCV-IP-N-HA-45E6']"
N/Tert-1 HPV45 E7,"['N/Tert-45E7', 'N/Tert MSCV-P-C-FlagHA-45E7']"
N/Tert-1 HPV52 E6,"['N/Tert-52E6', 'N/Tert MSCV-IP-N-HA-52E6']"
N/Tert-1 HPV55 E7,"['N/Tert-55E7', 'N/Tert MSCV-P-C-FlagHA-55E7']"
N/Tert-1 HPV57 E6,"['N/Tert-57E6', 'N/Tert MSCV-IP-N-HA-57E6']"
N/Tert-1 HPV57 E7,"['N/Tert-57E7', 'N/Tert MSCV-P-C-FlagHA-57E7']"
N/Tert-1 HPV6b E6,"['N/Tert-6bE6', 'N/Tert MSCV-IP-N-HA-6bE6']"
N/Tert-1 HPV6b E7,"['N/Tert-6bE7', 'N/Tert MSCV-P-C-FlagHA-6bE7']"
N/Tert-1 HPV74 E7,"['N/Tert-74E7', 'N/Tert MSCV-P-C-FlagHA-74E7']"
N/Tert-1 HPV76 E6,"['N/Tert-76E6', 'N/Tert MSCV-IP-N-HA-76E6']"
N/Tert-1 HPV76 E7,"['N/Tert-76E7', 'N/Tert MSCV-P-C-FlagHA-76E7']"
N/Tert-1 HPV8 E6,"['N/Tert-8E6', 'N/Tert MSCV-IP-N-HA-8E6']"
N/Tert-1 HPV8 E7,"['N/Tert-8E7', 'N/Tert MSCV-P-C-FlagHA-8E7']"
N/Tert-1 HPV92 E6,"['N/Tert-92E6', 'N/Tert MSCV-IP-N-HA-92E6']"
N/Tert-1 HPV92 E7,"['N/Tert-92E7', 'N/Tert MSCV-P-C-FlagHA-92E7']"
N/Tert-1 HPV98 E6,"['N/Tert-98E6', 'N/Tert MSCV-IP-N-HA-98E6']"
N/Tert-1 HPV98 E7,"['N/Tert-98E7', 'N/Tert MSCV-P-C-FlagHA-98E7']"
N/Tert-1 JUN,['N/Tert MSCV-IP-N-HA-JUN']
N/Tert-1 NIPA1,['N/Tert MSCV-IP-N-HA-NIPA1']
N/Tert-1 PP2CA,['N/Tert MSCV-IP-N-HA-PP2CA']
N/Tert-1 PTENP1,['N/Tert MSCV-IP-N-HA-PTENP1']
N/Tert-1 PTPN18,['N/Tert MSCV-IP-N-HA-PTPN18']
N/Tert-1 PXMP3,['N/Tert MSCV-IP-N-HA-PXMP3']
N/Tert-1 RBCK1,['N/Tert MSCV-IP-N-HA-RBCK1']
N/Tert-1 SNCG,['N/Tert MSCV-IP-N-HA-SNCG']
N/Tert-1 SRC,['N/Tert MSCV-IP-N-HA-SRC']
N/Tert-1 STAT4,['N/Tert MSCV-IP-N-HA-STAT4']
N/Tert-1 TBPL1,['N/Tert MSCV-IP-N-HA-TBPL1']
N/Tert-1 TCTE1,['N/Tert MSCV-IP-N-HA-TCTE1']
N/Tert-1 TIMP1,['N/Tert MSCV-IP-N-HA-TIMP1']
N/Tert-1 UBE3AI,"['N/Tert-1-UBE3A', 'N/Tert MSCV-IP-N-HA-UBE3AI']"
N/Tert-1 UBOX5,['N/Tert MSCV-IP-N-HA-UBOX5']
N/Tert-1 UCHL3,['N/Tert MSCV-IP-N-FlagHA UCHL3']
N/Tert-1 UCHL5,"['N/Tert-1-UCHL5', 'N/Tert MSCV-IP-N-FlagHA-UCHL5']"
N/Tert-1 USP10,['N/Tert MSCV-P-C-FlagHA-USP10']
N/Tert-1 USP12,['N/Tert MSCV-IP-N-FlagHA-USP12']
N/Tert-1 USP13,['N/Tert MSCV-IP-N-FlagHA-USP13']
N/Tert-1 USP21,['N/Tert MSCV-IP-N-FlagHA-USP21']
N/Tert-1 USP28,['N/Tert MSCV-IP-N-FlagHA-USP28']
N/Tert-1 USP39,['N/Tert MSCV-IP-N-FlagHA-USP39']
N/Tert-1 USP5,['N/Tert MSCV-IP-N-FlagHA-USP5']
N/Tert-1 USP52,['N/Tert MSCV-IP-N-FlagHA-USP52']
N/Tert-1 WHSC2,['N/Tert MSCV-IP-N-HA-WHSC2']
N/Tert-1 WWP2,['N/Tert MSCV-IP-N-HA-WWP2']
N/Tert-1 ZER1,['N/Tert MSCV-IP N-V5-Zer1']
N/TERT-2,"['N/TERT-2G', 'N/TERT 2G', 'N/TERT2G']"
N_N20R1,['N_N20R']
N0003 pre-immortalized,['N0003(<50)']
N0003 post-immortalized,"['N0003(>300)', 'N0003']"
N0005 pre-immortalized,['N0005(<50)']
N0005 post-immortalized,"['N0005(>500)', 'N0005']"
N0013 pre-immortalized,['N0013(<50)']
N0013 post-immortalized,"['N0013(>300)', 'N0013']"
N01F iPSC #1,"['N01F iPSC no. 1', 'N01F_N1_iPS']"
N01F iPSC #2,"['N01F iPSC no. 2', 'N01F_N2_iPS']"
N1-iPS-1,['N1-iPSC_HGPS']
N1-S1 Fudr,['N1-S1/Fudr']
N1000,['GM11534']
N11 [Mouse microglial],['N-11']
N1511,['N-1511']
N17OS,['Normal 17 OSaka']
N18-RE-105,['N18-RE 105']
N18TG2,"['N18Tg2', 'N18 tg 2']"
N19OS,['Normal 19 OSaka']
N1E-115,"['N1E115', 'NIE-115', 'NIE 115']"
N1KA,['Normal 1 KAnazawa']
N1KY,['Normal 1 KYoto']
N2-iPS-1,['N2-iPSC_HGPS']
N2.261,['N2-261']
N202.1A,['N202/1A']
N202.1E,['N202/1E']
N20OS,['Normal 20 OSaka']
N27,"['N-27', '1RB3AN27', '1RB3A-N27']"
N271,['M271']
N2a #58,"['N2a#58', 'N2a58', 'N2a 58']"
N2a #58 F3,['F3']
N2A Psen1/Psen2 dKO,"['N2A Psen1/Psen2 double knockout', 'N2A-PS1/2KO-8/71']"
N2a-PD88,"['N2aPD88', 'PD88']"
N2a-PK1,"['N2aPK1', 'PK1']"
N2a-R33,"['N2aR33', 'R33']"
N2aSW,"['N2aSw', 'N2Asw-APP', 'Swe.24', 'N2a/APPsw', 'N2a-APPsw', 'N2a-APPswe', 'N2A-APPswe', 'N2A APPsw', 'N2aAPPsw']"
N2KA,['Normal 2 KAnazawa']
N3.36,['N3-36']
N42,['M42']
N4KA,['Normal 4 KAnazawa']
N52,['M52']
N6/ADR,['N6/ADR clone B5']
N6803 pre-immortalized,['N6803(<50)']
N6803 post-immortalized,"['N6803(>500)', 'N6803']"
N6KA,['Normal 6 KAnazawa']
N7KA,['Normal 7 KAnazawa']
N9,['N-9']
N9OS,['Normal 9 OSaka']
Na 42/13,"['NA 42/13', 'Na42/13']"
NA-112-S2,"['NA-112-S2.4', 'NA-112', 'WC00008']"
NA-NP15,['NP15']
NA-NR1,['NR1']
NA-NR15,['NR15']
NA1/34.HLK,"['NA1-34.HLK', 'NA 1/34']"
NA8-MEL,"['Na8-Mel', 'Na-8-MEL', 'Na-8 MEL', 'NA 8-MEL', 'Na8Mel', 'Na-8', 'NA8', 'Na8']"
NAB,['North American Burkitt']
NAB-2,"['NAB2', 'Nab2', 'North American Burkitt-2']"
Nacera,"['NH', 'Na']"
Nagai,['Nagai-cell']
NAI003,['NAI 003']
NAI006,['NAI 006']
NAI026,['NAI 026']
NAI031,['NAI 031']
Nakajima,['NAKAJIMA']
NAKT-15,['NAKT15']
NAL1A,"['Nal1A', 'NAL-1A', 'NAL 1A']"
NAL1A clone B5D3,['B5D3']
NAL1A clone B5SF11,['B5SF11']
NAL1A clone C1C10,"['Nal1a C1C10', 'C1C10', 'C-10', 'C10']"
NAL1A clone C1SA5,"['Nal1A C1A5', 'C1SA5', 'A-5', 'A5']"
NAL1A clone C4E10,"['C4E10', 'E10']"
NAL1A clone C4SE9,"['C4SE9', 'E9']"
Naliaka,['NALIAKA']
NALL-1,['Null-cell Acute Lymphoblastic Leukemia-1']
NALM-1,"['Nalm-1', 'NALM 1', 'NALM1', 'Nalm1']"
NALM-10,['NALM10']
NALM-11,['NALM11']
NALM-12,"['NALM12', 'Nalm 12']"
NALM-13,['NALM13']
NALM-14,"['NALM14', 'Nalm14']"
NALM-16,"['NALM16', 'Nalm-16']"
NALM-17,['NALM17']
NALM-18,['NALM18']
NALM-19,"['NALM19', 'Nalm19']"
NALM-20,['NALM20']
NALM-21,['NALM21']
NALM-22,['NALM22']
NALM-23,['NALM23']
NALM-24,['NALM24']
NALM-25,['NALM25']
NALM-26,['NALM26']
NALM-27,"['NALM27', 'Nalm27']"
NALM-28,['NALM28']
NALM-29,['NALM29']
NALM-30,['NALM30']
NALM-31,['NALM31']
NALM-32,['NALM32']
NALM-33,['NALM33']
NALM-34,['NALM34']
NALM-35,['NALM35']
NALM-36,['NALM36']
NALM-36KL,['NALM36KL']
NALM-37,['NALM37']
NALM-6,"['Nalm-6', 'NALM 6', 'Nalm 6', 'NALM6', 'Nalm6', 'NALM-6-M1']"
NALM-6 DCLRE1C(-/-),"['DCLRE1C (-/-) NALM-6', 'ARTEMIS-/- cells']"
NALM-6 LIG4(-/-),"['LIG4 (-/-) NALM-6', 'LIG4-/- Nalm-6']"
NALM-6 MUS81(-/-),['MUS81 (-/-) NALM-6']
NALM-6 POLB (-/-),['POLB (-/-) NALM-6']
NALM-6 PRKDC(+/-),['PRKDC (+/-) NALM-6']
NALM-6 RAD54L(-/-),['RAD54L (-/-) NALM-6']
NALM-6 TOP1(+/-),"['TOP1 (+/-) NALM-6', 'TOP1 +/- Nalm-6']"
NALM-6 TOP2B(-/-),['TOP2B (-/-) NALM-6']
NALM-6 TP53(+/-),['TP53 (+/-) NALM-6']
NALM-6 TP53(-/-),['TP53 (-/-) NALM-6']
NALM-6 XRCC5(+/-),"['XRCC5 (+/-) NALM-6', 'Ku86+/- NALM-6']"
NALM-7,['NALM7']
NALM-8,['NALM8']
NALM-9,['NALM9']
"NALM6, clone G5",['NALM6 clone G5']
Namalwa,"['NAMALWA', 'Namalwa IV', 'Namalva', 'NAMALVA', 'NWA', 'NK62a']"
Namalwa KJM-1,['Namalva KJM-1']
Namalwa.CSN/70,"['NAMALWA.CSN/70', 'Namalwa CSN/70', 'NAMALWACSN70', 'CSN/70']"
Namalwa.IPN/45,"['NAMALWA.IPN/45', 'NAMALWA-IPN.45', 'Namalwa IPN/45', 'IPN/45']"
Namalwa.KN2,"['NAMALWA.KN2', 'Namalwa KN2', 'KN2']"
Namalwa.PNT,"['NAMALWA.PNT', 'NAMALWA-PNT', 'Namalwa PNT', 'PNT']"
Namalwa/21V,['N21V']
Namalwa/MDR1,"['Namalwa/mdr-1', 'NMDR1']"
NAMEC1,"['NAMEC 1', 'Naturally Arising MEsenchymal Cells 1']"
NAMEC10,"['NAMEC 10', 'Naturally Arising MEsenchymal Cells 10']"
NAMEC11,"['NAMEC 11', 'Naturally Arising MEsenchymal Cells 11']"
NAMEC2,"['NAMEC 2', 'Naturally Arising MEsenchymal Cells 2']"
NAMEC3,"['NAMEC 3', 'Naturally Arising MEsenchymal Cells 3']"
NAMEC4,"['NAMEC 4', 'Naturally Arising MEsenchymal Cells 4']"
NAMEC5,"['NAMEC 5', 'Naturally Arising MEsenchymal Cells 5']"
NAMEC6,"['NAMEC 6', 'Naturally Arising MEsenchymal Cells 6']"
NAMEC7,"['NAMEC 7', 'Naturally Arising MEsenchymal Cells 7']"
NAMEC8,"['NAMEC 8', 'N8', 'Naturally Arising MEsenchymal Cells 8']"
NAMEC9,"['NAMEC 9', 'Naturally Arising MEsenchymal Cells 9']"
NAMRU2-CQ-01-1.7,['Hsu-1.7']
NAN-1,['NAN1']
NAN-10,['NAN10']
NAN-11,['NAN11']
NAN-2,['NAN2']
NAN-3,['NAN3']
NAN-4,['NAN4']
NAN-5,['NAN5']
NAN-6,['NAN6']
NAN-7,['NAN7']
NAN-8,['NAN8']
NAN-9,['NAN9']
NAN2,['NAN-2']
Nanog^(Beta geo/+)ES,['Nanog Beta geo/+ ES']
Nanog^(Beta geo/Hyg),['Nanog Beta geo/Hyg']
NAP80-33-1-1,['NAP80-33']
NAP80-5-5-3,['NAP80-5']
NAP80-7-2-1,['NAP80-7']
NAP83-27-7-6,['NAP83-27']
NAP83-71-1-3,['NAP83-71']
NAP83-97-5-2,['NAP83-97']
NARO-Ac-314,['Ac-314']
NAT-30,['NAT 30']
NAU-BEMC,['Nanjing Agricultural University-Bovine Epithelial Mammary Cell line']
NaV 1.3 KIR 2.1,['Spiking HEK cells']
NB(TU)1,"['NB(Tu)-1', 'NBTU1', 'NB(TU)1-10', 'NB (TU) 1-10', 'NB-TU-1-10', 'NBTU110']"
NB-1643,"['NB1643', 'NB 1643']"
NB-1691,"['NB1691', 'NB 1691']"
NB-1771,['NB1771']
NB-39-nu,"['NB-39', 'NB39', 'NB39-nu', 'NB39nu']"
NB-EbC1,"['NB-EBC1', 'NBEbC1', 'NBEBC1', 'EbC1', 'EBC1']"
NB-SD,['NBSD']
NB1,"['NB-1', 'NB-I', 'NB 1']"
NB1 [Human skin fibroblast],['Nb1']
NB16,"['NB-16', 'NB_16', 'NB 16', 'NB16-RIKEN']"
NB1RGB,['NB1-RGB']
Nb2,"['Nb 2', 'Nb-2', 'NB-2']"
Nb2-SP,"['Nb2-Sp', 'NB2-Sp']"
NB3,['NB-3']
NB324K,"['NB-324 K', '324K']"
NB4,"['NB-4', 'NB.4']"
NB4-AsR,['NB4-dT-AsR1']
NB4-D5,['NB4D5']
NB4-DR1,['NB4-R1']
NB4-DR2,['NB4-R2']
NB4-DR3,['NB4-R3']
NB4-LR1,"['NB4-RAr', 'NB4-R1']"
NB4-LR2,['NB4-R2']
NB4-MR2,"['NB4MR2', 'MR2']"
NB4-MR6,"['NB4MR6', 'MR6']"
NB4-R4,"['NB4R4', 'R4']"
NB4.007/6,"['NB4-007/6', 'NB4-GR007/6']"
NB4.306,"['NB4-306', 'NB4-GR306']"
NB4.437r,"['NB4-437r', 'NB4-G-437R']"
NB4/As,['NB4-N-AsR1']
NB41A3,['NB4 1A3']
NB69,"['NB-69', 'NB_69', 'NB 69', 'NB69-RIKEN']"
NB90-4,['NB 90-4']
NB90-6,['NB 90-6']
NBE-3,['Normal Beagle Embryo-3']
NBE-4,"['NBE-IV', 'Normal Beagle Embryo-4']"
NBE-5,['Normal Beagle Embryo-5']
NBL-S,"['NBL_S', 'NBLS']"
NBL-W N,['N (W-N)']
NBL-W S,['N (W-S)']
NBR4-RJK835,"['NBR4', 'GM08011']"
NBS-ILB1,"['NBSILB1', 'ILB1']"
NBsusSR,['NBSUSSR']
NBT-2,['NBT2']
NBT-II,"['Nara Bladder Tumor No. 2', 'Nara Bladder Tumor II', 'NBTII']"
NC 14.4.6E,['NC14.4.6E']
NC 14.9.1,['NC14.9.1']
NC 65-R,['NC 65-Round cells']
NC 65-Sp,['NC 65-Spindle cells']
NC-37,"['NC 37', 'NC37', 'Nc37']"
NC-37/DC-SIGN,['NC-37 DC-SIGN+']
NC10,['CJD10']
NC11,['CJD11']
NC12,['CJD12']
NC32,['CJD32']
NCATS-CL9318,"['GM28622', 'GM28622*B']"
NCB-20,['NCB20']
NCBSi001-A,['AD3']
NCBSi002-A,['AD5']
NCBSi003-A,['Park14-R741Q-2022']
NCBSi004-A,['Park14-control-2022']
NCC-c-CX-1,['CX-1']
NCC-CC4-3,['NCC-CC5']
NCC-CCS1-X4-C1,['NCCCCS1X4C1']
NCC-CCS1B-C1,['NCCCCS1BC1']
NCC-CCS1B-X2-C1,['NCCCCS1BX2C1']
NCC-CDS1-X1-C1,['NCCCDS1X1C1']
NCC-CDS1-X3-C1,['NCCCDS1X3C1']
NCC-dCS1-C1,['NCCDCS1C1']
NCC-DFSP1-C1,['NCCDFSP1C1']
NCC-DFSP2-C1,['NCCDFSP2C1']
NCC-ES1-C1,['NCCES1C1']
NCC-IT,['NCCIT']
NCC-IT-A3,['NCCIT-A3']
NCC-LMS1-C1,['NCCLMS1C1']
NCC-LMS1-X3-C1,['NCCLMS1X3C1']
NCC-MFS1-C1,['NCCMFS1C1']
NCC-MPNST1-C1,['NCCMPNST1C1']
NCC-MPNST2-C1,['NCCMPNST2C1']
NCC-MPNST3-C1,['NCCMPNST3C1']
NCC-MPNST3-X2-C1,['NCCMPNST3X2C1']
NCC-MPNST4-C1,['NCCMPNST4C1']
NCC-MPNST5-C1,['NCCMPNST5C1']
NCC-OS1-X2-C1,"['NCC-OS1-C1', 'NCCOS1X2C1']"
NCC-pRMS1-C1,['NCCPRMS1C1']
NCC-pRMS1-X4-C1,['NCCPRMS1X4C1']
NCC-RbC-30,"['NCC-RbC-R30', 'R30']"
NCC-RbC-39,"['NCC-RbC-R39', 'R39']"
NCC-RbC-51,"['NCC-RBC-51', 'NCC-RbC-R51', 'R51']"
NCC-RbC-53,"['NCC-RbC-R53', 'R53']"
NCC-RbC-54,"['NCC-RbC-R54', 'R54']"
NCC-RbC-56,"['NCC-RbC-R56', 'R56']"
NCC-RbC-57,"['NCC-RbC-R57', 'R57']"
NCC-RbC-58,"['NCC-RbC-R58', 'R58']"
NCC-RbC-59,"['NCC-RbC-R59', 'R59']"
NCC-RbC-60,"['NCC-RbC-R60', 'R60']"
NCC-RbC-67,"['NCC-RbC-R67', 'R67']"
NCC-RbC-70,"['NCC-RbC-R70', 'R70']"
NCC-RbC-83,"['NCC-RbC-R83', 'R83']"
NCC-RbC-92,"['NCC-RbC-R92', 'R92']"
NCC-RbC-T1,['T1']
NCC-SE3,['NCC-E3']
NCC-SS1-C1,['NCCSS1C1']
NCC-SS2-C1,['NCCSS2C1']
NCC-StC-K140,"['NCCStCK140', 'NCCSTCK140', 'K140']"
NCC-UPS1-C1,['NCCUPS1C1']
NCC-UPS1-X3-C1,['NCCUPS1X3C1']
NCC-UPS2-C1,['NCCUPS2C1']
NCCSEDi001-A-1,['NANS-2-6']
NCCSi001-A,['iP1/14']
NCCSi002-A,['iP1/16']
NCCSi003-A,['iPA1/16']
NCCSi004-A,"['iP1/15', 'iPA1/15']"
NCCSi005-A,"['NCCSi005A', 'NPC-1M1']"
NCCSi006-A,"['NCCSi006A', 'NPC-2A2', 'NCCS-NPC-2-C3P8']"
NCCSi006-B,['NPC-2A1']
NCCSi007-A,['DYPM1-M2']
NCCSi007-B,['DYPM1-M3']
NCCSi007-C,['DYPM1-M4']
NCCSi008-A,['NPC-3A1C1']
NCCSi008-B,['NPC-3A2C2']
NCCSi009-A,['BT1/18']
NCCSi010-A,"['DYPM4-A1C2', 'DYPM-4 A1C2']"
NCCSi010-B,"['DYPM4-A3C2', 'DYPM-4 A3C2']"
NCCSi011-A,['DYPM2-A2C2']
NCCSi011-B,['DYPM2-A3C1']
NCE SVIA6,['NCEsv-IA6.2']
NCE-G 102,"['G-102', 'G102', 'NeuroChirurgie Eppendorf-Glioma 102']"
NCE-G 111,"['NCE-G111', 'G-111', 'G111', 'NeuroChirurgie Eppendorf-Glioma 111']"
NCE-G 112,"['NCE G-112', 'NCE G 112', 'NCE-G112', 'G-112', 'G112', 'NeuroChirurgie Eppendorf-Glioma 112']"
NCE-G 118,"['NCE G-118', 'NCE-G118', 'G-118', 'G118', 'NeuroChirurgie Eppendorf-Glioma 118']"
NCE-G 120,"['NCE G 120', 'NCE-G120', 'G-120', 'G120', 'NeuroChirurgie Eppendorf-Glioma 120']"
NCE-G 121,"['NCE-G121', 'G-121', 'G121', 'NeuroChirurgie Eppendorf-Glioma 121']"
NCE-G 122,"['NCE G 122', 'NCE-G122', 'G-122', 'G122', 'NeuroChirurgie Eppendorf-Glioma 122']"
NCE-G 123,"['NCE G 123', 'NCE-G123', 'G-123', 'G123', 'NeuroChirurgie Eppendorf-Glioma 123']"
NCE-G 123T2,['G123T2']
NCE-G 124,"['NCE G 124', 'NCE-G124', 'G-124', 'G124', 'NeuroChirurgie Eppendorf-Glioma 124']"
NCE-G 130,"['NCE G 130', 'NCE-G130', 'G-130', 'G130', 'NeuroChirurgie Eppendorf-Glioma 130']"
NCE-G 140,"['NCE-G140', 'G-140', 'G140', 'NeuroChirurgie Eppendorf-Glioma 140']"
NCE-G 141,"['NCE-G141', 'G-141', 'G141', 'NeuroChirurgie Eppendorf-Glioma 141']"
NCE-G 142,"['NCE-G142', 'G-142', 'G142', 'NeuroChirurgie Eppendorf-Glioma 142']"
NCE-G 151,"['G-151', 'G151', 'NeuroChirurgie Eppendorf-Glioma 151']"
NCE-G 167,"['G-167', 'G167', 'NeuroChirurgie Eppendorf-Glioma 167']"
NCE-G 168,"['NCE G 168', 'NCE G168', 'NCE-G168', 'G-168', 'G168', 'NeuroChirurgie Eppendorf-Glioma 168']"
NCE-G 169,"['G-169', 'G169', 'NeuroChirurgie Eppendorf-Glioma 169']"
NCE-G 195,"['NCE G195', 'G-195', 'G195', 'NeuroChirurgie Eppendorf-Glioma 195']"
NCE-G 22,"['NCE G-22', 'NCE G 22', 'NCE-G22', 'G-22', 'G22', 'NeuroChirurgie Eppendorf-Glioma 22']"
NCE-G 28,"['NCE G-28', 'NCE-G28', 'G-28', 'G28', 'NeuroChirurgie Eppendorf-Glioma 28']"
NCE-G 28T,"['NCE G-28T', 'NCE-G28T', 'G28T']"
NCE-G 30,"['G-30', 'G30', 'NeuroChirurgie Eppendorf-Glioma 30']"
NCE-G 350,"['NCE-G350', 'G-350', 'G350', 'NeuroChirurgie Eppendorf-Glioma 350']"
NCE-G 38,"['G-38', 'G38', 'NeuroChirurgie Eppendorf-Glioma 38']"
NCE-G 44,"['NCE G 44', 'NCE-G44', 'G-44', 'G44', 'NeuroChirurgie Eppendorf-Glioma 44']"
NCE-G 55,"['NCE G 55', 'NCE-G55', 'G-55', 'G55', 'NeuroChirurgie Eppendorf-Glioma 55']"
NCE-G 55T2,"['NCE-G55T2', 'G55T2', 'NCEG55T2']"
